item_db[501,"name"] = "Poção Vermelha"
item_db[17041,"name"] = "Cx Perg Transf: Banshee"
item_db[17042,"name"] = "Cx Perg Transf: Poring"
item_db[17043,"name"] = "Cx Perg Transf: Golem"
item_db[17064,"name"] = "Ovo das Estrelas"
item_db[17066,"name"] = "Cx Veneno Mortal[50]"
item_db[17067,"name"] = "Cx Veneno Mortal[100]"
item_db[17068,"name"] = "Cx Bomba Ácida[50]"
item_db[17069,"name"] = "Cx Bomba Ácida[100]"
item_db[17070,"name"] = "Cx Bomba Ácida[500]"
item_db[17071,"name"] = "Cx Sashimi Saboroso [50]"
item_db[17072,"name"] = "Cx Sashimi Saboroso [100]"
item_db[17073,"name"] = "Cx Sashimi Saboroso [500]"
item_db[17074,"name"] = "Cx Garrafa Vazia [10]"
item_db[17075,"name"] = "Cx Garrafa Vazia [100]"
item_db[17076,"name"] = "Cx Garrafa Vazia [500]"
item_db[17084,"name"] = "Caixa com Katar Aprimorada"
item_db[17085,"name"] = "Cx Mach. Aprim. de 2 Mãos"
item_db[17086,"name"] = "Cx Lança Aprim. de 2 Mãos"
item_db[17087,"name"] = "Cx Livro Aprimorado"
item_db[17088,"name"] = "Cx Cajado Aprimorado"
item_db[17089,"name"] = "Cx Adaga Aprimorada"
item_db[17090,"name"] = "Cx Pistola Aprimorada"
item_db[17091,"name"] = "Cx Maça Aprimorada"
item_db[17092,"name"] = "Cx Arco Aprimorado"
item_db[17093,"name"] = "Cx Espada Aprim. de 2 Mãos"
item_db[17094,"name"] = "Cx da Katar Aprimorada"
item_db[17095,"name"] = "Cx Mach. Aprimorado de 2 Mãos"
item_db[17096,"name"] = "Cx Lança Aprimorada de 2 Mãos"
item_db[17097,"name"] = "Cx do Livro Aprimorado"
item_db[17098,"name"] = "Cx do Cajado Aprimorado"
item_db[17099,"name"] = "Cx da Adaga Aprimorada"
item_db[17100,"name"] = "Cx da Pistola Aprimorada"
item_db[17101,"name"] = "Cx da Maça Aprimorada"
item_db[17102,"name"] = "Cx do Arco Aprimorado"
item_db[17103,"name"] = "Cx Espada Aprim. de 2 Mãos"
item_db[17104,"name"] = "Oridecon Perfeito [50]"
item_db[17105,"name"] = "Elunium Perfeito [50]"
item_db[17106,"name"] = "Passe Antigravitacional[10]"
item_db[17122,"name"] = "Caixa Escudo Celestial"
item_db[17123,"name"] = "Caixa Máscara Esquisita"
item_db[17124,"name"] = "Caixa Boné de Gatinho"
item_db[17125,"name"] = "Caixa Chapéu de Brioche"
item_db[17155,"name"] = "Cx. Shuriken Huuma Aprimorado"
item_db[17162,"name"] = "Cx Rédea Experimental [7Dias]"
item_db[17165,"name"] = "Kit de Sobrevivência"
item_db[17176,"name"] = "Cx Rédea Experimental [3Dias]"
item_db[17178,"name"] = "Água Milagrosa [50]"
item_db[17181,"name"] = "Caixa de Madeira Entalhada"
item_db[17208,"name"] = "Caixa do Pergaminho do Eddga"
item_db[17224,"name"] = "Bolinho Divino[10]"
item_db[17251,"name"] = "Cx. Asa de Mosca Ilimitada (3 dias)"
item_db[17252,"name"] = "Caixa Memorável do RWC"
item_db[17253,"name"] = "Caixa Memorável do Anel RWC"
item_db[17254,"name"] = "Caixa Memorável do Colar RWC"
item_db[17262,"name"] = "Caixa de Poções de Defesa do RWC"
item_db[17269,"name"] = "Ovo Natalino"
item_db[17270,"name"] = "Cx Palitos de Laranja[20]"
item_db[17271,"name"] = "Cx Palitos de Chocolate[20]"
item_db[17272,"name"] = "Cx Palitos de Baunilha[20]"
item_db[17273,"name"] = "Cx Palitos de Cassis[20]"
item_db[17274,"name"] = "Cx Palitos de Limão[20]"
item_db[17275,"name"] = "Cx Palitos de Morango[20]"
item_db[17281,"name"] = "Caixa de Refinamento[5]"
item_db[17282,"name"] = "Caixa de Refinamento[50]"
item_db[17283,"name"] = "Caixa de Refinamento[100]"
item_db[17305,"name"] = "Ovo Fashion"
item_db[17323,"name"] = "Ovo Shinobi"
item_db[17428,"name"] = "Ovo do Lagomorfo"
item_db[17569,"name"] = "Cx. de Acesso (1h)"
item_db[17570,"name"] = "Cx. de Acesso (3h)"
item_db[17779,"name"] = "2017 February Costume Box"
item_db[17788,"name"] = "2017 Mar Special Box"
item_db[17790,"name"] = "2017 Apr Special Box"
item_db[17798,"name"] = "2017 May Costume Box"
item_db[17801,"name"] = "2017 May Spare Costume Box"
item_db[17802,"name"] = "2017 May Special Box"
item_db[17804,"name"] = "2017 Jun Special Box"
item_db[17805,"name"] = "2017 June Costume Box"
item_db[17807,"name"] = "2017 July Spare Costume Box"
item_db[17892,"name"] = "2017 Sept Special Box"
item_db[17946,"name"] = "2018 Apr Special Box"
item_db[18000,"name"] = "Bala de Canhão"
item_db[18001,"name"] = "Bala de Canhão Sagrada"
item_db[18002,"name"] = "Bala de Canhão Sombria"
item_db[18003,"name"] = "Bala de Canhão Fantasma"
item_db[18004,"name"] = "Bala de Canhão de Ferro"
item_db[18103,"name"] = "Arco Místico"
item_db[18106,"name"] = "Arco III do Grupo Éden"
item_db[18107,"name"] = "Caranguejo Malangdo"
item_db[18108,"name"] = "Enguia Malhada"
item_db[18109,"name"] = "Catapulta"
item_db[18110,"name"] = "Besta Grande"
item_db[18111,"name"] = "Arco de Trepadeiras"
item_db[18112,"name"] = "Arco Aprimorado"
item_db[18113,"name"] = "Arbaleste de Vellum"
item_db[18114,"name"] = "Besta de Vellum"
item_db[18115,"name"] = "Arco de Orc"
item_db[18117,"name"] = "Arco Real"
item_db[18118,"name"] = "Arco TE"
item_db[18119,"name"] = "Arco de Cinzas"
item_db[18120,"name"] = "Arco Esconjurante"
item_db[18121,"name"] = "Arco Sobrenatural"
item_db[18122,"name"] = "Arco Gigante"
item_db[18123,"name"] = "Arco das Tempestades"
item_db[18125,"name"] = "Arco Demoníaco"
item_db[18130,"name"] = "Arco Rubi"
item_db[18164,"name"] = "Balista Ancestral"
item_db[18170,"name"] = "Arco Ancestral"
item_db[18179,"name"] = "MH-P89-OS"
item_db[18180,"name"] = "AC-B44-OS"
item_db[18503,"name"] = "Chifrinhos"
item_db[18504,"name"] = "Elmo de Anúbis da Petrificação"
item_db[18505,"name"] = "Piercing de Umbala"
item_db[18507,"name"] = "Orelhas de Elfo"
item_db[18508,"name"] = "Coroa do Garuda"
item_db[18510,"name"] = "Asas Ensangüentadas"
item_db[18511,"name"] = "Penas Ensangüentadas"
item_db[18514,"name"] = "Chapéu II do Grupo Éden"
item_db[18520,"name"] = "Coroa Jaty"
item_db[18521,"name"] = "Trevo da Sorte"
item_db[18522,"name"] = "Chapéu da Banda Infernal"
item_db[18523,"name"] = "Super Nimbus"
item_db[18524,"name"] = "Máscara de Dokebi"
item_db[18525,"name"] = "Chapéu de Melancia"
item_db[18527,"name"] = "Cabeça de Abóbora 2010"
item_db[18528,"name"] = "Gatinho Ranzinza"
item_db[18529,"name"] = "Rosa Selvagem Dorminhoca"
item_db[18530,"name"] = "Máscara do Despero de Thanatos"
item_db[18531,"name"] = "Boneco de Tartaruga"
item_db[18532,"name"] = "Tiara de Coração"
item_db[18533,"name"] = "Chapéu de Abelha"
item_db[18534,"name"] = "Máscara Chique de Carnaval"
item_db[18536,"name"] = "Rabo de Gato"
item_db[18537,"name"] = "Chapéu de Malangdo"
item_db[18538,"name"] = "Sussurro da Maldade"
item_db[18539,"name"] = "Boné da Caveira"
item_db[18540,"name"] = "Máscara do Evangelho"
item_db[18541,"name"] = "Chapéu de Caçador"
item_db[18542,"name"] = "Coroa da Papisa"
item_db[18543,"name"] = "Chapéu de Bruxa"
item_db[18549,"name"] = "Presilha de Borboleta"
item_db[18550,"name"] = "Bênção de Asgard"
item_db[18551,"name"] = "Coroa Galáctica"
item_db[18553,"name"] = "Arvorezinha de Natal"
item_db[18555,"name"] = "Elmo do General"
item_db[18556,"name"] = "Símbolo do Anjo"
item_db[18557,"name"] = "Símbolo do Demônio"
item_db[18559,"name"] = "Orelhas do Fafnir"
item_db[18560,"name"] = "Máscara do Fafnir"
item_db[18561,"name"] = "Quepe com Pluma"
item_db[18563,"name"] = "Tiara dos Corações-Alados"
item_db[18564,"name"] = "Biscoito de Coração"
item_db[18565,"name"] = "Cartola de Leprechaun"
item_db[18567,"name"] = "Nariz de Madeira"
item_db[18569,"name"] = "Chapéu de Ovelha Fofinha"
item_db[18570,"name"] = "Decoração Dourada Antiga"
item_db[18571,"name"] = "Chapéu das Flores Encantadas"
item_db[18573,"name"] = "Pena Branca"
item_db[18574,"name"] = "Elmo do Senhor da Morte"
item_db[18575,"name"] = "Disfarce de Solid Sorrateiro"
item_db[18576,"name"] = "Presilhas de Yin Yang"
item_db[18577,"name"] = "Parafusos de Ragenstein"
item_db[18580,"name"] = "Coroa de Yggdrasil"
item_db[18581,"name"] = "Máscara de Tigre Vermelha"
item_db[18585,"name"] = "Orelhas de Coelho Laranja"
item_db[18587,"name"] = "Orelhas de Coelho Azul"
item_db[18589,"name"] = "Chapéu de Morango"
item_db[18590,"name"] = "Tiara das Cinco Almas"
item_db[18591,"name"] = "Óculos do Inspetor"
item_db[18593,"name"] = "Coroa do Poder"
item_db[18595,"name"] = "Chifre do Patriarca"
item_db[18596,"name"] = "Chapéu de Broto"
item_db[18597,"name"] = "Elmo do Mercúrio"
item_db[18599,"name"] = "Máscara Esquisita"
item_db[18600,"name"] = "Boné de Gatinho"
item_db[18601,"name"] = "Chapéu de Brioche"
item_db[18602,"name"] = "Fatia de Melancia"
item_db[18603,"name"] = "Máscara Esquisita"
item_db[18610,"name"] = "Bandana 7º Aniversário bRO"
item_db[18611,"name"] = "Óculos Escuros Especiais"
item_db[18612,"name"] = "Chapéu Branco de Borobudur"
item_db[18613,"name"] = "Chapéu Negro de Borobudur"
item_db[18619,"name"] = "Disfarce do Arruaceiro"
item_db[18620,"name"] = "Tapa-Olho Amoroso"
item_db[18626,"name"] = "Chapéu de Gelato"
item_db[18630,"name"] = "Boneca de Alicel"
item_db[18631,"name"] = "Lacinho da Cozinheira"
item_db[18632,"name"] = "Presilha de Poring Amarela"
item_db[18633,"name"] = "Presilha de Poring Rosa"
item_db[18634,"name"] = "Presilha de Poring Verde"
item_db[18635,"name"] = "Presilha de Poring Azul"
item_db[18636,"name"] = "Laço Nupcial"
item_db[18638,"name"] = "Capacete de Limão"
item_db[18639,"name"] = "Quepe da Marinha"
item_db[18641,"name"] = "Cartola de Amatsu"
item_db[18642,"name"] = "Máscara de Tesoura"
item_db[18643,"name"] = "Máscara de Pedra"
item_db[18644,"name"] = "Máscara de Papel"
item_db[18645,"name"] = "Quepe do Marinheiro"
item_db[18646,"name"] = "Gorro da Vaquinha"
item_db[18647,"name"] = "Tapa-Olho Estrelado"
item_db[18648,"name"] = "Língua Congelada"
item_db[18652,"name"] = "Elmo de Vanargandr"
item_db[18656,"name"] = "Poderoso Chapéu de Bruxa"
item_db[18657,"name"] = "Asas de Pégaso"
item_db[18659,"name"] = "Chapéu de Boitatá"
item_db[18660,"name"] = "Ornamento de Penas"
item_db[18661,"name"] = "Elmo do Daimiô"
item_db[18662,"name"] = "Cartola do Xóper"
item_db[18663,"name"] = "Boné com Óculos"
item_db[18664,"name"] = "Óculos de Quartzo Rubi"
item_db[18665,"name"] = "Laranja Fresca"
item_db[18666,"name"] = "Blue-ray"
item_db[18667,"name"] = "Lacinhos com Gatos"
item_db[18668,"name"] = "Boneco da Lentidão"
item_db[18669,"name"] = "Chapéu de Boiadeiro"
item_db[18670,"name"] = "Lenço da Compaixão"
item_db[18671,"name"] = "Faixa Natalina das Renas"
item_db[18673,"name"] = "Coroa de Arunafeltz"
item_db[18674,"name"] = "Chapéu do Piloto"
item_db[18675,"name"] = "Chapéu de Maçã Verde"
item_db[18676,"name"] = "Digimóculos"
item_db[18677,"name"] = "Ramo de Sakura"
item_db[18678,"name"] = "Alho Poró"
item_db[18679,"name"] = "Ábaco"
item_db[18680,"name"] = "Chapéu de Perereca"
item_db[18681,"name"] = "Orelhas de Cachorro"
item_db[18682,"name"] = "Lágrimas de Cristal"
item_db[18683,"name"] = "Cenoura Mordida"
item_db[18684,"name"] = "Chapéu de Dewata"
item_db[18686,"name"] = "RMSC 2011  Champion"
item_db[18687,"name"] = "RMSC 2011  1st Runner"
item_db[18688,"name"] = "RMSC 2011  2nd Runner"
item_db[18689,"name"] = "RMSC 2011  Special Hat"
item_db[18692,"name"] = "Peruca Jeca são Five"
item_db[18693,"name"] = "Gatinho Adormecido"
item_db[18694,"name"] = "Chapeuzinho Vermelho"
item_db[18695,"name"] = "Coroa do Renascido"
item_db[18696,"name"] = "Capacete de Laranja"
item_db[18697,"name"] = "Seringa Vermelha"
item_db[18698,"name"] = "Salgadinho de Queijo"
item_db[18699,"name"] = "Salmão Faminto"
item_db[18700,"name"] = "Cartola de Páscoa"
item_db[18701,"name"] = "Chapéu da Sabedoria Antiga"
item_db[18702,"name"] = "Creme de Barbear"
item_db[18703,"name"] = "Broto de Yggdrasil"
item_db[18707,"name"] = "Chapéu de Planta Cantante"
item_db[18708,"name"] = "Elmo de Bombom"
item_db[18716,"name"] = "Moranguinho"
item_db[18727,"name"] = "Chapéu de Sedora"
item_db[18728,"name"] = "Elmo de Aegir"
item_db[18729,"name"] = "Bola Rebourne"
item_db[18732,"name"] = "Barrete TE"
item_db[18733,"name"] = "Elmo TE"
item_db[18734,"name"] = "Olho Mágico TE"
item_db[18736,"name"] = "Pedido Desconhecido"
item_db[18740,"name"] = "Cabelo de Super Saiadim"
item_db[18741,"name"] = "Fogo Esmeralda"
item_db[18742,"name"] = "Luar de Cristal"
item_db[18744,"name"] = "Gotas da Via Láctea"
item_db[18746,"name"] = "Sopro de Skadi"
item_db[18752,"name"] = "Livro Amaldiçoado"
item_db[18754,"name"] = "Presas Vampíricas"
item_db[18755,"name"] = "Boina Alada"
item_db[18756,"name"] = "Chapéu de Shiba Inu Preto"
item_db[18760,"name"] = "Chapéu do Mago Implacável"
item_db[18761,"name"] = "Cartola Magnificente"
item_db[18762,"name"] = "Máscara Kyuubi"
item_db[18763,"name"] = "Espírito do Humor"
item_db[18764,"name"] = "Orelhas do Dono da Lua"
item_db[18765,"name"] = "Corsário Prerigoso"
item_db[18766,"name"] = "Elmo de Angelus"
item_db[18767,"name"] = "Elmo de Helios"
item_db[18768,"name"] = "Elmo de Marfim"
item_db[18769,"name"] = "Chapéu Mandarin Vermelho"
item_db[18770,"name"] = "Chapéu Mandarin Azul"
item_db[18771,"name"] = "Disfarce do Fantasma"
item_db[18772,"name"] = "Visor Além do Alcance"
item_db[18773,"name"] = "Nadadeiras Verdes"
item_db[18774,"name"] = "Máscara do Executor"
item_db[18775,"name"] = "Máscara do Ferreiro"
item_db[18776,"name"] = "Beijo do Arcanjo"
item_db[18777,"name"] = "Lâmpada Mágica"
item_db[18785,"name"] = "Chapéu do Rei Poring"
item_db[18791,"name"] = "Laço Divino"
item_db[18794,"name"] = "Chapéu Gracioso"
item_db[18795,"name"] = "Boné com Asinhas"
item_db[18804,"name"] = "Tiara Gótica de Espinhos"
item_db[18809,"name"] = "Bandana de 8º aniversário"
item_db[18810,"name"] = "Chapéu de Abóbora Infernal"
item_db[18813,"name"] = "Óculos Retrofuturistas"
item_db[18816,"name"] = "Boné do Aluno Exemplar"
item_db[18817,"name"] = "Boné do Aluno Travesso"
item_db[18818,"name"] = "Lápis Vermelho Mordido"
item_db[18819,"name"] = "Lápis Azul Mordido"
item_db[18820,"name"] = "Elmo de Cinzas"
item_db[18821,"name"] = "Chapéu de Penas Arco-íris"
item_db[18823,"name"] = "Diadema do Grifo"
item_db[18832,"name"] = "Chapéu de Bafomé Jr."
item_db[18833,"name"] = "Coroa de Marin"
item_db[18838,"name"] = "Touca de Angeling"
item_db[18843,"name"] = "Devilings na Cachola"
item_db[18844,"name"] = "Balão de Pouring Natalino"
item_db[18848,"name"] = "Presilha de Rosas"
item_db[18849,"name"] = "Laço da Celine"
item_db[18850,"name"] = "Chapéu de Urso Natalino"
item_db[18852,"name"] = "Morango Delicioso"
item_db[18853,"name"] = "Chapéu de Moranguinho"
item_db[18855,"name"] = "Chapéu de Dantos Sumont"
item_db[18856,"name"] = "Chapéu do Tigre Branco"
item_db[18857,"name"] = "Boneco de Curupira"
item_db[18858,"name"] = "Balão de Angeling Natalino"
item_db[18859,"name"] = "Balão de Poring Noel"
item_db[18863,"name"] = "Robe do Exorcista"
item_db[18864,"name"] = "Flor de Tófi"
item_db[18865,"name"] = "Coroa do Mestre Espadachim"
item_db[18866,"name"] = "Cartola do Duque Coruja"
item_db[18868,"name"] = "Máscara do Esqueleto"
item_db[18874,"name"] = "Monóculo"
item_db[18878,"name"] = "Chapéu da Guarda Real"
item_db[18880,"name"] = "Chapéu Supremo Dourado"
item_db[18885,"name"] = "Jejecap"
item_db[18887,"name"] = "Tiara de Coelho Celeste"
item_db[18888,"name"] = "Tiara de Coelho Flamejante"
item_db[18889,"name"] = "Tiara de Coelho Dourada"
item_db[18890,"name"] = "Tiara de Coelho Cinza"
item_db[18891,"name"] = "Chapéu de Husky"
item_db[18892,"name"] = "Chapéu de UFOring"
item_db[18893,"name"] = "Elmo Garra de Dragão"
item_db[18894,"name"] = "Diadema Arco-íris"
item_db[18895,"name"] = "Asas de Tapaton"
item_db[18896,"name"] = "Barbatanas Flamejantes"
item_db[18897,"name"] = "Diadema do Cisne"
item_db[18898,"name"] = "Coroa do Escolhido"
item_db[18900,"name"] = "Dedo do Froido"
item_db[18901,"name"] = "Chapéu do Fandalg o Acinzentado"
item_db[18907,"name"] = "Boneco de Panda"
item_db[18908,"name"] = "Orelhas Vermelhas de Fiera"
item_db[18909,"name"] = "Orelhas Marrons de Fiera"
item_db[18910,"name"] = "Orelhas Azuis de Fiera"
item_db[18912,"name"] = "Pombo Revelador"
item_db[18913,"name"] = "Corvo"
item_db[18916,"name"] = "Balão de Urso"
item_db[18917,"name"] = "Balão de Coração"
item_db[18918,"name"] = "Balão de Polvo"
item_db[18929,"name"] = "Chapeuriz de Elefante"
item_db[18930,"name"] = "Boneco de Gorila"
item_db[18931,"name"] = "Boneco de Leãozinho"
item_db[18932,"name"] = "Boneco de Rinoceronte"
item_db[18940,"name"] = "Chapéu das Chamas"
item_db[18941,"name"] = "Boina do Zéfiro"
item_db[18942,"name"] = "Gorro Frígido"
item_db[18943,"name"] = "Cartola da Natureza"
item_db[18957,"name"] = "Boina do 9º Aniversário"
item_db[18959,"name"] = "Chapéu de Dighi-titica"
item_db[18985,"name"] = "Pena de Falcão"
item_db[18997,"name"] = "Chip Fugitivo"
item_db[19019,"name"] = "Coroa da Rainha de Copas"
item_db[19020,"name"] = "Tiara Arcana"
item_db[19022,"name"] = "Cristal Filosofal"
item_db[19024,"name"] = "Diadema do Paraíso"
item_db[19029,"name"] = "Miniatura de Alice"
item_db[19038,"name"] = "Coroa do 11º Aniversário do bRO"
item_db[19039,"name"] = "Orelhas do 11º Aniversário do bRO"
item_db[19048,"name"] = "Traje de Luta Jogos Vorags"
item_db[19081,"name"] = "Casca de Ovo de Verme"
item_db[19083,"name"] = "Máscara Dourada"
item_db[19095,"name"] = "Balões da Família Poring"
item_db[19097,"name"] = "Gravata Macabra de Cetim"
item_db[19098,"name"] = "Chapéu Macabro de Cetim"
item_db[19101,"name"] = "Familiar de Combate"
item_db[19104,"name"] = "Asas de Dragão"
item_db[19105,"name"] = "Chicle de Menta"
item_db[19106,"name"] = "Véu das Gemas Sagradas"
item_db[19109,"name"] = "Tiara de Popstar"
item_db[19110,"name"] = "Tiara de Popstar"
item_db[19111,"name"] = "Olho da Cecil"
item_db[19112,"name"] = "Pergaminho do Tengu"
item_db[19114,"name"] = "Gravata de Sting"
item_db[19117,"name"] = "Super Óculos Poring"
item_db[19118,"name"] = "Super Óculos Poring"
item_db[19136,"name"] = "Espírito da Donzela Verde"
item_db[19137,"name"] = "Morango Suculento"
item_db[19138,"name"] = "Diadema do Serafim"
item_db[19139,"name"] = "Orbes Arcanos"
item_db[19143,"name"] = "Balão de Poring"
item_db[19145,"name"] = "Assobio"
item_db[19146,"name"] = "Balão de Marin"
item_db[19147,"name"] = "Balão de Drops"
item_db[19148,"name"] = "Balão de Poring Natalino"
item_db[19149,"name"] = "Balão de Poporing"
item_db[19150,"name"] = "Balão de Metaling"
item_db[19151,"name"] = "Balão de Deviling"
item_db[19152,"name"] = "Balão de Angeling"
item_db[19153,"name"] = "Balão de Ghostring"
item_db[19154,"name"] = "Balão de Archangeling"
item_db[19156,"name"] = "Orgulho Arco-Íris"
item_db[19159,"name"] = "Bacinete Fortificado"
item_db[19163,"name"] = "Boneca da Succubus"
item_db[19168,"name"] = "Tiara Especial de Kafra"
item_db[19220,"name"] = "Elmo Gigante"
item_db[19244,"name"] = "Rosário Dourado"
item_db[19249,"name"] = "Bênção Celestial"
item_db[19252,"name"] = "Orelhas de Kardui"
item_db[19257,"name"] = "Véu da Arcebispa"
item_db[19263,"name"] = "Elmo do Xogunato"
item_db[19265,"name"] = "Chapéu Transformacento"
item_db[19268,"name"] = "Hálito de Verme com Rosto"
item_db[19269,"name"] = "Tiara do Orgulho"
item_db[19271,"name"] = "Chapéu do Tigre Branco"
item_db[19274,"name"] = "Fone Descolado"
item_db[19288,"name"] = "Elmo Titânico"
item_db[19291,"name"] = "Doge Fofinho"
item_db[19292,"name"] = "Boina Selvagem"
item_db[19294,"name"] = "Fones de Ouvido Nekobits"
item_db[19296,"name"] = "Chapéu Chique com Pena"
item_db[19297,"name"] = "DJ Kitty"
item_db[19299,"name"] = "Fragmento de Yggdrasil"
item_db[19300,"name"] = "Quepe do Cão-mandante"
item_db[19305,"name"] = "Lampião das Fadas"
item_db[19306,"name"] = "Carta de Comodo"
item_db[19308,"name"] = "Quepe de Amistr"
item_db[19314,"name"] = "Sobrepeliz Real"
item_db[19315,"name"] = "Chapéu do Éden"
item_db[19316,"name"] = "Capuz de Esquilo"
item_db[19318,"name"] = "Rosário da Guarda Real"
item_db[19319,"name"] = "Beelzebub Hat"
item_db[19321,"name"] = "Pombinho Branco"
item_db[19326,"name"] = "Livros da Sabedoria"
item_db[19368,"name"] = "Flowery Vision TH"
item_db[19373,"name"] = "Sparkler Stick"
item_db[19374,"name"] = "Sparkler Fountain"
item_db[19375,"name"] = "Aches Love Cobra"
item_db[19381,"name"] = "Echarpe do Paraíso"
item_db[19393,"name"] = "Pedra do Desbravador"
item_db[19507,"name"] = "Sol Risonho"
item_db[19509,"name"] = "Asas de Borboleta"
item_db[19510,"name"] = "Parafusos Soltos"
item_db[19511,"name"] = "Tapa-Olho Estiloso"
item_db[19512,"name"] = "Tapa-Olho Fashion"
item_db[19513,"name"] = "Bico de Galinha"
item_db[19514,"name"] = "Bigode de Vassoura"
item_db[19515,"name"] = "Chapéu Amarelo com Pluma"
item_db[19516,"name"] = "Passarinho de Canto Agudo"
item_db[19517,"name"] = "Crista de Galo"
item_db[19518,"name"] = "Arco Íris"
item_db[19519,"name"] = "Nuvem com Raios"
item_db[19520,"name"] = "Nuvem Chuvosa"
item_db[19521,"name"] = "Chapéu Antigo"
item_db[19522,"name"] = "Minicoroa"
item_db[19523,"name"] = "Pequeno Laço Verde"
item_db[19524,"name"] = "Cospobre de Rocker"
item_db[19526,"name"] = "Elmo de Sucata"
item_db[19528,"name"] = "Bevor de Plástico"
item_db[19530,"name"] = "Miniatura Selvagem"
item_db[19532,"name"] = "Orelhas da Lebre Rubra"
item_db[19533,"name"] = "Touca de Esporo"
item_db[19534,"name"] = "Rosto do Despero"
item_db[19535,"name"] = "Caule de Ginseng"
item_db[19536,"name"] = "Tiara de Rosas"
item_db[19537,"name"] = "Bebê Grifo"
item_db[19538,"name"] = "Luar Intenso"
item_db[19540,"name"] = "Protetor com Coelhinhos"
item_db[19541,"name"] = "Flor Amável Branca"
item_db[19542,"name"] = "Fantasma Travesso"
item_db[19543,"name"] = "Capuz do Lobo Oliver"
item_db[19544,"name"] = "Chapéu de Gatinho Assustado"
item_db[19545,"name"] = "Quepe da Ostentação"
item_db[19546,"name"] = "Disfarce de Valquíria"
item_db[19547,"name"] = "Touca de Anime"
item_db[19548,"name"] = "Chapéu do Gama-sama"
item_db[19549,"name"] = "Chifres Enormes"
item_db[19550,"name"] = "Bochechas Coradas"
item_db[19551,"name"] = "Símbolo Élfico"
item_db[19552,"name"] = "Flor de Plástico"
item_db[19553,"name"] = "Disfarce do Assassino"
item_db[19554,"name"] = "Máscara Tradicional"
item_db[19555,"name"] = "Elmo da Lua Crescente"
item_db[19566,"name"] = "Máscara do Xogum"
item_db[19573,"name"] = "Tiara do Amor"
item_db[19574,"name"] = "Elmo Sombrio de Cristal"
item_db[19575,"name"] = "Chapéu de Dragão"
item_db[19577,"name"] = "Chapéu do 10º Aniversário"
item_db[19578,"name"] = "Óculos de Aviação"
item_db[19581,"name"] = "Chapéu de Camponês"
item_db[19585,"name"] = "Boina Alada Visual"
item_db[19587,"name"] = "Visual do Rei Poring"
item_db[19589,"name"] = "Tiara de Randgris"
item_db[19598,"name"] = "Elmo do Rei do Norte"
item_db[19600,"name"] = "Kiel de Pelúcia"
item_db[19602,"name"] = "Chapéu Invisível"
item_db[19603,"name"] = "Óculos Invisíveis"
item_db[19604,"name"] = "Máscara Invisível"
item_db[19605,"name"] = "Lenço do Fora da Lei"
item_db[19607,"name"] = "Filhote de Fênix"
item_db[19612,"name"] = "Fones Audio-Poring"
item_db[19614,"name"] = "Supervisual de Aprendiz"
item_db[19627,"name"] = "Tiara Satélite"
item_db[19629,"name"] = "Diadema em Ouro"
item_db[19630,"name"] = "Coroa Valiosa"
item_db[19637,"name"] = "Chapéu de Ambulatório"
item_db[19638,"name"] = "Sr. Sorriso"
item_db[19639,"name"] = "Chapéu Rural"
item_db[19640,"name"] = "Lacinho Charmoso"
item_db[19649,"name"] = "Orelhas Brancas de Gatinho"
item_db[19650,"name"] = "Adorno Arco-íris"
item_db[19652,"name"] = "Cartola Visual de Mágico"
item_db[19654,"name"] = "Chapéu do Timoneiro"
item_db[19656,"name"] = "Chapéu do Bardo Verde"
item_db[19657,"name"] = "Quepe do Capitão"
item_db[19661,"name"] = "Cartola Adocicada"
item_db[19668,"name"] = "Boina Vermelha do Mensageiro"
item_db[19669,"name"] = "Legado de Reginleif"
item_db[19676,"name"] = "Chapéu do Poring Prismático"
item_db[19677,"name"] = "Auréola Espiritual"
item_db[19678,"name"] = "Lacinho com Sinos"
item_db[19679,"name"] = "Cara de Espanto"
item_db[19680,"name"] = "Máscara da Criança Travessa"
item_db[19681,"name"] = "Tiara Prateada"
item_db[19682,"name"] = "Chapéu de Poring Natalino"
item_db[19683,"name"] = "Pirulito Azedinho"
item_db[19684,"name"] = "Peruca do Visual Carnavalesco"
item_db[19685,"name"] = "Chapéu do Super Poring Noel"
item_db[19686,"name"] = "Tiara de Papai Noel"
item_db[19687,"name"] = "Presilha Perfumada"
item_db[19697,"name"] = "Gorro de Natal do Rudolph"
item_db[19701,"name"] = "Capuz Vermelho"
item_db[19702,"name"] = "Gorro Natalino Vermelho"
item_db[19703,"name"] = "Peruca Afro Blackpower"
item_db[19704,"name"] = "Peruca Afro Ruiva"
item_db[19705,"name"] = "Peruca Afro Loira"
item_db[19707,"name"] = "Urso Polar"
item_db[19709,"name"] = "Lacinho de Fruto de Yggdrasil"
item_db[19710,"name"] = "Asas da Vitória"
item_db[19713,"name"] = "Trevo Visual de Quatro Folhas"
item_db[19715,"name"] = "Lenço da Memória Secreta"
item_db[19718,"name"] = "Laço de Niflheim"
item_db[19721,"name"] = "Elmo das Trevas"
item_db[19722,"name"] = "Óculos Intelectuais"
item_db[19723,"name"] = "Coroa Ardente"
item_db[19724,"name"] = "Kafra V.I.P."
item_db[19726,"name"] = "Rosa da Sedução"
item_db[19728,"name"] = "Boneco da Zonda"
